"安装日期","生命周期","国家","应用","版本","买量渠道","注册用户","广告类型","变现渠道","曝光人数","曝光次数","广告收益","点击次数"
2026-07-03,"1",ke,RM12,"1.0.4",facebook,,int,audience-network,62,132,1.0734176556,39
2026-07-03,"1",ke,RM12,"1.0.3",facebook,,int,audience-network,40,85,0.5534262101,39
2026-07-03,"4",ke,RM12,"1.0.4",facebook,,int,audience-network,21,50,0.1257734601,10
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,int,audience-network,501,1033,12.5399105784,406
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,int,mintegral,134,183,0.6043938331,120
2026-07-03,"1",ke,RM12,"1.0.4",facebook,,int,mintegral,24,51,0.1135197450,26
2026-07-03,"2",ke,RM12,"1.0.3",facebook,,int,mintegral,15,24,0.0493881494,18
2026-07-03,"2",ke,RM12,"1.0.4",facebook,,int,mintegral,19,36,0.0714124468,11
2026-07-03,"1",ke,RM12,"1.0.3",facebook,,int,mintegral,19,27,0.0544952656,22
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,int,mintegral,199,268,1.0447695946,165
2026-07-03,"2",ke,RM12,"1.0.3",facebook,,int,pangle,10,16,0.0567203300,14
2026-07-03,"4",ke,RM12,"1.0.4",facebook,,int,pangle,12,14,0.0839029600,3
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,int,pangle,277,469,5.9918257300,244
2026-07-03,"1",ke,RM12,"1.0.3",facebook,,int,pangle,17,35,0.1167778600,28
2026-07-03,"0",ke,RM12,"1.0.4",unknown,,int,pangle,13,13,0.2863594100,3
2026-07-03,"3",ke,RM12,"1.0.3",facebook,,int,pangle,11,16,0.0281917000,9
2026-07-03,"2",ke,RM12,"1.0.4",facebook,,int,pangle,20,31,0.1603233200,29
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,int,pangle,196,410,3.8518405600,212
2026-07-03,"1",ke,RM12,"1.0.4",facebook,,int,pangle,24,49,0.1922098100,41
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,int,vungle,22,24,0.0528932363,18
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,int,vungle,29,36,0.0722932721,34
2026-07-03,"7",ke,RM12,"1.0.4",facebook,,nav,admob,15,54,0.0741129870,5
2026-07-03,"2",ke,RM12,"1.0.4",facebook,,nav,admob,27,53,0.0787549950,6
2026-07-03,"3",ke,RM12,"1.0.4",facebook,,nav,admob,22,35,0.1178396050,3
2026-07-03,"1",ke,RM12,"1.0.4",facebook,,nav,admob,51,120,0.2301043310,18
2026-07-03,"3",ke,RM12,"1.0.3",facebook,,nav,admob,19,64,0.2031968097,6
2026-07-03,"7",ke,RM12,"1.0.3",facebook,,nav,admob,15,44,0.1164177350,7
2026-07-03,"0",ke,RM12,"1.0.4",unknown,,nav,admob,12,14,0.1025742200,8
2026-07-03,"4",ke,RM12,"1.0.3",facebook,,nav,admob,13,26,0.1000910350,8
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,nav,admob,283,729,3.8149460960,153
2026-07-03,"1",ke,RM12,"1.0.3",facebook,,nav,admob,37,93,0.1790233490,17
2026-07-03,"5",ke,RM12,"1.0.4",facebook,,nav,admob,15,39,0.2489192980,7
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,nav,admob,391,896,5.1071999842,236
2026-07-03,"2",ke,RM12,"1.0.3",facebook,,nav,admob,23,64,0.1367615490,9
2026-07-03,"4",ke,RM12,"1.0.4",facebook,,nav,admob,27,53,0.1000456580,11
2026-07-03,"6",ke,RM12,"1.0.3",facebook,,nav,admob,13,36,0.1111768990,12
2026-07-03,"6",ke,RM12,"1.0.4",facebook,,nav,admob,14,42,0.2026924510,6
2026-07-03,"1",ke,RM12,"1.0.4",facebook,,nav,audience-network,80,167,1.6218085404,76
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,nav,audience-network,510,1201,31.3135675823,738
2026-07-03,"4",ke,RM12,"1.0.3",facebook,,nav,audience-network,19,35,0.2672635159,17
2026-07-03,"1",ke,RM12,"1.0.3",facebook,,nav,audience-network,49,91,1.1005918897,59
2026-07-03,"0",ke,RM12,"1.0.4",unknown,,nav,audience-network,37,50,2.3011426244,35
2026-07-03,"2",ke,RM12,"1.0.4",facebook,,nav,audience-network,43,89,0.7762295943,26
2026-07-03,"4",ke,RM12,"1.0.4",facebook,,nav,audience-network,30,56,0.2676196417,17
2026-07-03,"6",ke,RM12,"1.0.3",facebook,,nav,audience-network,12,23,0.2040929278,5
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,nav,audience-network,808,1750,50.0486474483,1069
2026-07-03,"3",ke,RM12,"1.0.3",facebook,,nav,audience-network,17,44,0.5412202093,11
2026-07-03,"7",ke,RM12,"1.0.4",facebook,,nav,audience-network,11,51,0.1088173480,5
2026-07-03,"0",ke,RM12,"1.0.3",unknown,,nav,audience-network,18,35,1.0490364789,16
2026-07-03,"2",ke,RM12,"1.0.3",facebook,,nav,audience-network,35,72,0.6785250345,49
2026-07-03,"3",ke,RM12,"1.0.4",facebook,,nav,audience-network,36,73,0.6964901680,31
2026-07-03,"5",ke,RM12,"1.0.4",facebook,,nav,audience-network,18,32,0.1001256049,12
2026-07-03,"6",ke,RM12,"1.0.4",facebook,,nav,audience-network,17,28,0.4541183252,16
2026-07-03,"0",ke,RM12,"1.0.4",facebook,,open,admob,14,21,0.2412437550,8
2026-07-03,"0",ke,RM12,"1.0.3",facebook,,open,admob,10,13,0.1104998870,4
2026-07-03,ALL,lc,RM12,"1.0.4",facebook,10,ALL,ALL,9,20,0.5346834361,12
2026-07-03,ALL,lr,RM12,"1.0.4",facebook,77,ALL,ALL,67,219,3.7512010943,155
2026-07-03,ALL,lr,RM12,"1.0.3",facebook,45,ALL,ALL,28,81,1.3292166874,61
2026-07-03,"0",lr,RM12,"1.0.3",facebook,,int,admob,11,19,0.1675558500,10
2026-07-03,"0",lr,RM12,"1.0.4",facebook,,int,admob,30,43,0.5208412110,28
2026-07-03,"0",lr,RM12,"1.0.4",facebook,,int,audience-network,24,37,0.6406973629,18
2026-07-03,"0",lr,RM12,"1.0.3",facebook,,int,audience-network,11,16,0.3402830806,12
2026-07-03,"0",lr,RM12,"1.0.4",facebook,,nav,admob,28,39,0.4535539560,38
2026-07-03,"0",lr,RM12,"1.0.3",facebook,,nav,audience-network,13,22,0.5520455719,19
2026-07-03,"0",lr,RM12,"1.0.4",facebook,,nav,audience-network,42,71,1.8718237364,58
2026-07-03,ALL,ls,RM12,"1.0.4",facebook,13,ALL,ALL,13,39,0.2655326231,26
2026-07-03,ALL,ly,RM12,"1.0.3",facebook,15,ALL,ALL,13,96,0.7723588686,30
2026-07-03,ALL,ly,RM12,"1.0.4",facebook,39,ALL,ALL,34,301,1.3654213199,91
2026-07-03,"0",ly,RM12,"1.0.4",facebook,,int,audience-network,23,56,0.2006973609,15
2026-07-03,"0",ly,RM12,"1.0.4",facebook,,nav,audience-network,25,88,0.6578554634,29
2026-07-03,ALL,ma,RM12,"1.0.4",facebook,326,ALL,ALL,278,2378,13.2695539139,982
2026-07-03,ALL,ma,RM12,"1.0.5",facebook,12,ALL,ALL,6,22,0.0228288372,5
2026-07-03,ALL,ma,RM12,"1.0.3",facebook,95,ALL,ALL,87,715,6.2283855380,355
2026-07-03,ALL,ma,RM12,"1.0.4",Google Organic Search,10,ALL,ALL,0,0,0.0000000000,0
2026-07-03,ALL,ma,RM12,"1.0.4",unknown,10,ALL,ALL,8,22,0.2646892451,8
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,int,admob,142,426,1.5334382300,70
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,int,admob,57,128,0.6390208700,31
2026-07-03,"2",ma,RM12,"1.0.4",facebook,,int,admob,17,42,0.0545319450,1
2026-07-03,"3",ma,RM12,"1.0.4",facebook,,int,admob,11,35,0.0440417000,8
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,int,admob,36,96,0.2006614330,13
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,int,audience-network,112,217,1.0883340280,87
2026-07-03,"3",ma,RM12,"1.0.4",facebook,,int,audience-network,13,21,0.0942232929,9
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,int,audience-network,35,77,0.5550786779,37
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,int,audience-network,26,36,0.1069585343,12
2026-07-03,"2",ma,RM12,"1.0.4",facebook,,int,audience-network,14,18,0.0376387305,8
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,int,mintegral,12,16,0.0127138475,14
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,int,mintegral,85,103,0.1770302674,83
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,int,mintegral,19,22,0.0545306470,14
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,int,pangle,23,58,0.2316362000,47
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,int,pangle,13,26,0.2546053800,10
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,int,pangle,53,104,1.1540446600,63
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,int,vungle,12,19,0.0331999651,15
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,nav,admob,34,52,0.0977086250,22
2026-07-03,"3",ma,RM12,"1.0.4",facebook,,nav,admob,11,31,0.0189408120,6
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,nav,admob,44,90,0.3346802770,36
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,nav,admob,114,235,0.6761309160,125
2026-07-03,"4",ma,RM12,"1.0.4",facebook,,nav,admob,10,15,0.0120187550,4
2026-07-03,"2",ma,RM12,"1.0.4",facebook,,nav,admob,19,31,0.0247435160,2
2026-07-03,"2",ma,RM12,"1.0.4",facebook,,nav,audience-network,18,35,0.2033443799,11
2026-07-03,"1",ma,RM12,"1.0.4",facebook,,nav,audience-network,36,73,0.4378427877,25
2026-07-03,"3",ma,RM12,"1.0.4",facebook,,nav,audience-network,11,22,0.1140221933,20
2026-07-03,"0",ma,RM12,"1.0.3",facebook,,nav,audience-network,60,134,3.4500946664,122
2026-07-03,"0",ma,RM12,"1.0.4",facebook,,nav,audience-network,191,431,6.4315903403,234
2026-07-03,ALL,mg,RM12,"1.0.4",facebook,21,ALL,ALL,17,44,0.5763054376,30
2026-07-03,ALL,mg,RM12,"1.0.3",facebook,14,ALL,ALL,12,32,0.6462031455,32
2026-07-03,"0",mg,RM12,"1.0.4",facebook,,nav,audience-network,12,18,0.3012439485,14
2026-07-03,ALL,ml,RM12,"1.0.4",facebook,16,ALL,ALL,15,40,0.5763941927,42
2026-07-03,ALL,ml,RM12,"1.0.3",facebook,20,ALL,ALL,15,50,0.6645533898,37
2026-07-03,"0",ml,RM12,"1.0.4",facebook,,nav,audience-network,10,14,0.3718632584,23
2026-07-03,ALL,mu,RM12,"1.0.4",facebook,17,ALL,ALL,14,44,0.8776710097,25
2026-07-03,ALL,mw,RM12,"1.0.4",facebook,26,ALL,ALL,22,64,1.1339015488,37
2026-07-03,ALL,mw,RM12,"1.0.3",facebook,18,ALL,ALL,14,53,0.5961983689,37
2026-07-03,"0",mw,RM12,"1.0.4",facebook,,nav,admob,10,11,0.1166396970,9
2026-07-03,"0",mw,RM12,"1.0.4",facebook,,nav,audience-network,14,25,0.7410742765,14
2026-07-03,ALL,mx,RM12,"1.0.4",unknown,117,ALL,ALL,97,170,5.9297916851,62
2026-07-03,ALL,mx,RM12,"1.0.3",facebook,3298,ALL,ALL,2704,15502,365.2064587657,7137
2026-07-03,ALL,mx,RM12,"1.0.3",Google Organic Search,55,ALL,ALL,0,0,0.0000000000,0
2026-07-03,ALL,mx,RM12,"1.0.3",unknown,89,ALL,ALL,70,123,4.2494154761,37
2026-07-03,ALL,mx,RM12,"1.0.4",facebook,5363,ALL,ALL,4505,31280,679.5507288548,13211
2026-07-03,ALL,mx,RM12,"1.0.5",facebook,272,ALL,ALL,149,508,6.8019224271,173
2026-07-03,ALL,mx,RM12,"1.0.4",Google Organic Search,85,ALL,ALL,0,0,0.0000000000,0
2026-07-03,"0",mx,RM12,"1.0.4",unknown,,int,admob,21,24,0.8871786790,8
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,int,admob,137,442,2.5725733812,71
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,int,admob,67,195,1.1788693570,47
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,int,admob,166,501,3.0306824870,86
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,int,admob,110,298,1.4266228340,59
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,int,admob,44,105,1.2550936094,21
2026-07-03,"6",mx,RM12,"1.0.3",facebook,,int,admob,11,40,0.2481933020,8
2026-07-03,"7",mx,RM12,"1.0.5",facebook,,int,admob,38,66,0.5132275430,11
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,int,admob,910,2344,24.7456362070,571
2026-07-03,"0",mx,RM12,"1.0.3",unknown,,int,admob,10,11,0.1420943800,1
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,int,admob,1376,3515,40.0096443100,998
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,int,admob,357,1055,7.4647315974,252
2026-07-03,"3",mx,RM12,"1.0.3",facebook,,int,admob,24,80,0.3389298060,7
2026-07-03,"6",mx,RM12,"1.0.5",facebook,,int,admob,23,50,0.4921771536,12
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,int,admob,115,395,1.8426391158,59
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,int,admob,69,176,1.2166732960,30
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,int,admob,131,391,2.8430286460,102
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,int,audience-network,51,112,2.5111711751,45
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,int,audience-network,414,1068,16.8226846566,427
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,int,audience-network,136,385,6.1366478257,168
2026-07-03,"7",mx,RM12,"1.0.5",facebook,,int,audience-network,41,70,1.4252094331,28
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,int,audience-network,209,511,7.5063387990,195
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,int,audience-network,128,353,4.4217168370,108
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,int,audience-network,89,190,2.3402584654,89
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,int,audience-network,1073,2235,51.5486477543,869
2026-07-03,"4",mx,RM12,"1.0.3",facebook,,int,audience-network,18,37,0.7327477913,17
2026-07-03,"3",mx,RM12,"1.0.3",facebook,,int,audience-network,31,128,0.8440326020,51
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,int,audience-network,1541,3023,71.4643665215,1092
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,int,audience-network,53,107,1.4863419399,48
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,int,audience-network,149,348,4.1714276161,137
2026-07-03,"6",mx,RM12,"1.0.3",facebook,,int,audience-network,14,51,0.5647744176,32
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,int,audience-network,157,494,5.5996853945,212
2026-07-03,"7",mx,RM12,"1.0.3",facebook,,int,audience-network,10,37,0.2100793630,61
2026-07-03,"6",mx,RM12,"1.0.5",facebook,,int,audience-network,23,51,0.8024055164,18
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,int,mintegral,40,55,0.3615250078,29
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,int,mintegral,28,30,0.1768817920,16
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,int,mintegral,28,36,0.1586357038,21
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,int,mintegral,50,70,0.5401731926,48
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,int,mintegral,20,25,0.1578064158,10
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,int,mintegral,44,48,0.2541916923,33
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,int,mintegral,22,23,0.2870646750,13
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,int,mintegral,611,801,6.2832328676,529
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,int,mintegral,97,131,0.9357394062,87
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,int,mintegral,398,509,3.1651018933,372
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,int,pangle,74,196,0.8679268300,131
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,int,pangle,68,226,0.9534673500,190
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,int,pangle,26,135,0.5573599168,86
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,int,pangle,61,192,0.8002432400,174
2026-07-03,"7",mx,RM12,"1.0.5",facebook,,int,pangle,10,17,0.2098191100,6
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,int,pangle,17,69,0.1582976500,30
2026-07-03,"3",mx,RM12,"1.0.3",facebook,,int,pangle,11,33,0.0881857900,25
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,int,pangle,15,38,0.1620244400,19
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,int,pangle,62,256,0.7036139533,125
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,int,pangle,50,162,0.7301235800,92
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,int,pangle,186,917,3.7107637760,580
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,int,pangle,142,569,2.2198246753,340
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,int,pangle,270,947,5.1598501773,573
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,int,vungle,26,43,0.2467014806,22
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,int,vungle,28,50,0.2088248661,28
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,int,vungle,207,288,2.6390974587,183
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,int,vungle,35,66,0.2565334312,42
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,int,vungle,18,64,0.2167254787,22
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,int,vungle,20,46,0.1051695190,19
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,int,vungle,19,33,0.0953164039,16
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,int,vungle,33,57,0.2768801289,30
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,int,vungle,143,207,2.2015131405,140
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,int,vungle,42,66,0.3592600585,45
2026-07-03,"7",mx,RM12,"1.0.3",facebook,,nav,admob,11,20,0.2397587900,3
2026-07-03,"5",mx,RM12,"1.0.3",facebook,,nav,admob,12,34,0.2482507110,3
2026-07-03,"0",mx,RM12,"1.0.4",unknown,,nav,admob,23,26,0.6518675500,10
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,nav,admob,115,247,1.6849686834,47
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,nav,admob,117,202,1.2232879330,52
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,nav,admob,268,632,3.7927391318,187
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,nav,admob,1554,2838,43.9224980024,1107
2026-07-03,"7",mx,RM12,"1.0.5",facebook,,nav,admob,32,43,0.4523528360,13
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,nav,admob,50,107,1.3155517574,12
2026-07-03,"0",mx,RM12,"1.0.3",unknown,,nav,admob,10,10,0.2329002310,2
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,nav,admob,115,279,1.6223146260,59
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,nav,admob,94,232,0.9426480580,51
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,nav,admob,61,136,0.8587342259,25
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,nav,admob,34,71,0.2371457800,11
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,nav,admob,1067,1977,28.8174890074,761
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,nav,admob,104,267,1.6729497580,45
2026-07-03,"3",mx,RM12,"1.0.3",facebook,,nav,admob,22,46,0.1663965190,7
2026-07-03,"6",mx,RM12,"1.0.5",facebook,,nav,admob,10,18,0.1321682410,3
2026-07-03,"3",mx,RM12,"1.0.3",facebook,,nav,audience-network,37,78,1.6435597971,28
2026-07-03,"3",mx,RM12,"1.0.4",facebook,,nav,audience-network,211,424,8.2991335860,149
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,nav,audience-network,2919,6289,357.6719600059,3832
2026-07-03,"6",mx,RM12,"1.0.4",facebook,,nav,audience-network,115,210,3.1071940316,71
2026-07-03,"5",mx,RM12,"1.0.4",facebook,,nav,audience-network,156,300,5.4412679250,112
2026-07-03,"2",mx,RM12,"1.0.3",facebook,,nav,audience-network,70,153,2.9510485818,39
2026-07-03,"7",mx,RM12,"1.0.3",facebook,,nav,audience-network,14,29,0.4251198949,14
2026-07-03,"6",mx,RM12,"1.0.3",facebook,,nav,audience-network,14,45,0.4365660818,21
2026-07-03,"2",mx,RM12,"1.0.4",facebook,,nav,audience-network,290,529,12.6729319149,236
2026-07-03,"0",mx,RM12,"1.0.4",unknown,,nav,audience-network,33,38,3.1735223353,17
2026-07-03,"1",mx,RM12,"1.0.3",facebook,,nav,audience-network,185,388,6.9816579751,169
2026-07-03,"7",mx,RM12,"1.0.4",facebook,,nav,audience-network,65,117,1.7380994028,47
2026-07-03,"7",mx,RM12,"1.0.5",facebook,,nav,audience-network,50,70,1.4884842089,24
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,nav,audience-network,1919,4246,219.5431887552,2607
2026-07-03,"0",mx,RM12,"1.0.3",unknown,,nav,audience-network,31,38,3.0891958736,14
2026-07-03,"4",mx,RM12,"1.0.4",facebook,,nav,audience-network,197,381,7.2065571033,127
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,nav,audience-network,491,1065,26.7564995802,427
2026-07-03,"4",mx,RM12,"1.0.3",facebook,,nav,audience-network,22,33,0.8313004955,14
2026-07-03,"6",mx,RM12,"1.0.5",facebook,,nav,audience-network,26,38,0.9695562055,6
2026-07-03,"0",mx,RM12,"1.0.4",unknown,,open,admob,22,41,0.3109170180,9
2026-07-03,"0",mx,RM12,"1.0.3",facebook,,open,admob,18,33,0.4220494830,14
2026-07-03,"1",mx,RM12,"1.0.4",facebook,,open,admob,15,37,0.2389836200,9
2026-07-03,"0",mx,RM12,"1.0.3",unknown,,open,admob,11,17,0.1734426420,4
2026-07-03,"0",mx,RM12,"1.0.4",facebook,,open,admob,33,46,0.4818117990,16
2026-07-03,ALL,my,RM12,"1.0.3",facebook,28,ALL,ALL,25,86,4.2962129195,36
2026-07-03,ALL,my,RM12,"1.0.4",facebook,57,ALL,ALL,50,343,6.4135307839,130
2026-07-03,"0",my,RM12,"1.0.4",facebook,,int,admob,24,67,0.7106046920,11
2026-07-03,"0",my,RM12,"1.0.4",facebook,,int,audience-network,13,17,0.2708120461,2
2026-07-03,"0",my,RM12,"1.0.4",facebook,,int,pangle,11,26,0.1363875000,23
2026-07-03,"0",my,RM12,"1.0.4",facebook,,nav,admob,24,44,0.7873435570,14
2026-07-03,"0",my,RM12,"1.0.3",facebook,,nav,admob,15,20,0.8415889800,11
2026-07-03,"0",my,RM12,"1.0.4",facebook,,nav,audience-network,38,63,3.2740913866,26
2026-07-03,"0",my,RM12,"1.0.3",facebook,,nav,audience-network,15,25,2.5144673009,10
2026-07-03,ALL,mz,RM12,"1.0.3",facebook,11,ALL,ALL,10,48,0.4236803741,41
2026-07-03,ALL,mz,RM12,"1.0.4",facebook,15,ALL,ALL,13,28,0.5491486930,23
2026-07-03,ALL,na,RM12,"1.0.3",facebook,41,ALL,ALL,32,101,1.9427721396,65
2026-07-03,ALL,na,RM12,"1.0.4",facebook,45,ALL,ALL,37,124,2.8856121378,71
2026-07-03,"0",na,RM12,"1.0.4",facebook,,int,admob,14,16,0.1991618310,4
2026-07-03,"0",na,RM12,"1.0.3",facebook,,int,audience-network,19,34,0.8306152129,16
2026-07-03,"0",na,RM12,"1.0.4",facebook,,int,audience-network,23,34,1.0042076305,20
2026-07-03,"0",na,RM12,"1.0.4",facebook,,nav,admob,16,25,0.3378257210,14
2026-07-03,"0",na,RM12,"1.0.3",facebook,,nav,admob,11,20,0.1964329520,11
2026-07-03,"0",na,RM12,"1.0.3",facebook,,nav,audience-network,17,27,0.7455773771,28
2026-07-03,"0",na,RM12,"1.0.4",facebook,,nav,audience-network,23,37,1.1697910411,27
2026-07-03,ALL,ng,RM12,"1.0.3",Google Organic Search,75,ALL,ALL,0,0,0.0000000000,0
2026-07-03,ALL,ng,RM12,"1.0.4",facebook,2328,ALL,ALL,1975,13369,218.2837954402,5879
2026-07-03,ALL,ng,RM12,"1.0.4",unknown,107,ALL,ALL,85,187,6.0522802713,101
2026-07-03,ALL,ng,RM12,"1.0.3",unknown,105,ALL,ALL,76,412,7.1278971445,158
2026-07-03,ALL,ng,RM12,"1.0.4",Google Organic Search,104,ALL,ALL,0,0,0.0000000000,0
2026-07-03,ALL,ng,RM12,"1.0.5",facebook,20,ALL,ALL,9,69,0.5898535786,28
2026-07-03,ALL,ng,RM12,"1.0.3",facebook,1775,ALL,ALL,1466,10836,169.4035746356,5061
2026-07-03,"5",ng,RM12,"1.0.3",facebook,,int,admob,43,131,1.0076440130,33
2026-07-03,"0",ng,RM12,"1.0.4",unknown,,int,admob,16,21,0.5106866080,11
2026-07-03,"2",ng,RM12,"1.0.3",facebook,,int,admob,64,172,1.2567885451,38
2026-07-03,"7",ng,RM12,"1.0.3",facebook,,int,admob,27,49,0.3574980570,32
2026-07-03,"6",ng,RM12,"1.0.4",facebook,,int,admob,25,65,0.3698094870,16
2026-07-03,"4",ng,RM12,"1.0.3",facebook,,int,admob,27,76,0.4469540710,18
2026-07-03,"0",ng,RM12,"1.0.3",facebook,,int,admob,644,1551,20.9373411006,525
2026-07-03,"7",ng,RM12,"1.0.4",facebook,,int,admob,34,112,0.5817545030,22
2026-07-03,"3",ng,RM12,"1.0.4",facebook,,int,admob,41,109,0.6406270040,39
2026-07-03,"0",ng,RM12,"1.0.4",facebook,,int,admob,815,1907,25.2324347280,635
2026-07-03,"6",ng,RM12,"1.0.3",facebook,,int,admob,27,67,0.4892529140,17
2026-07-03,"1",ng,RM12,"1.0.3",facebook,,int,admob,101,247,2.1535368595,61
2026-07-03,"5",ng,RM12,"1.0.4",facebook,,int,admob,43,101,0.6987895110,17
2026-07-03,"3",ng,RM12,"1.0.3",facebook,,int,admob,37,83,0.5130043160,30
2026-07-03,"4",ng,RM12,"1.0.4",facebook,,int,admob,45,103,1.0129517208,28
2026-07-03,"1",ng,RM12,"1.0.4",facebook,,int,admob,123,277,2.0483098595,54
2026-07-03,"2",ng,RM12,"1.0.4",facebook,,int,admob,76,208,1.3036920450,36
2026-07-03,"0",ng,RM12,"1.0.3",unknown,,int,admob,27,64,1.0620239090,29
2026-07-03,"3",ng,RM12,"1.0.3",facebook,,int,audience-network,43,86,0.7385596657,24
2026-07-03,"4",ng,RM12,"1.0.3",facebook,,int,audience-network,38,74,0.7616239886,21
2026-07-03,"1",ng,RM12,"1.0.3",facebook,,int,audience-network,102,253,3.4103113813,83
2026-07-03,"6",ng,RM12,"1.0.3",facebook,,int,audience-network,12,20,0.2230707412,7
2026-07-03,"0",ng,RM12,"1.0.4",unknown,,int,audience-network,12,16,0.7801974913,6
2026-07-03,"1",ng,RM12,"1.0.4",facebook,,int,audience-network,115,249,3.1765740438,81
2026-07-03,"0",ng,RM12,"1.0.4",facebook,,int,audience-network,708,1396,30.2783043221,547
2026-07-03,"2",ng,RM12,"1.0.3",facebook,,int,audience-network,64,140,1.5752090759,50
