"日期","国家","应用","渠道","版本","注册用户","广告场景","曝光人数","曝光次数","广告收益","点击次数"
2026-05-31,ng,RM06B,facebook,"1.3.6",241,skpcp,19,48,0.3143000000,16
2026-05-31,ng,RM06B,facebook,"1.3.6",241,splcp,85,135,1.4844500000,68
2026-05-31,ng,RM06B,facebook,"1.3.6",241,xzcp,45,172,1.0654500000,82
2026-05-31,ng,RM08,facebook,"1.2.4",64,ALL,41,327,2.4210062258,145
2026-05-31,ng,RM08,facebook,"1.2.4",64,ccopen,24,27,0.4957519812,23
2026-05-31,ng,RM08,facebook,"1.2.4",64,hhopen,24,43,0.4108459317,19
2026-05-31,ng,RM08,facebook,"1.2.4",64,inscon,13,38,0.2196652939,22
2026-05-31,ng,RM08,facebook,"1.2.4",64,insdown,16,143,0.4459563580,40
2026-05-31,ng,RM08,facebook,"1.2.4",64,insnewgd,18,18,0.2816979808,15
2026-05-31,ni,RM06B,facebook,"1.3.5",231,ALL,197,1313,9.5250000000,678
2026-05-31,ni,RM06B,facebook,"1.3.5",231,albcp,28,63,0.3907500000,23
2026-05-31,ni,RM06B,facebook,"1.3.5",231,bkcp,43,47,0.1419000000,20
2026-05-31,ni,RM06B,facebook,"1.3.5",231,cl_open,141,166,3.5021000000,160
2026-05-31,ni,RM06B,facebook,"1.3.5",231,cscp,10,14,0.1325000000,2
2026-05-31,ni,RM06B,facebook,"1.3.5",231,ho_open,124,380,2.6548500000,188
2026-05-31,ni,RM06B,facebook,"1.3.5",231,ngdcp,91,91,0.9962000000,74
2026-05-31,ni,RM06B,facebook,"1.3.5",231,searcp,62,85,0.2978500000,45
2026-05-31,ni,RM06B,facebook,"1.3.5",231,skpcp,39,105,0.1920000000,32
2026-05-31,ni,RM06B,facebook,"1.3.5",231,splcp,97,165,0.7006000000,82
2026-05-31,ni,RM06B,facebook,"1.3.5",231,xzcp,49,178,0.4328000000,44
2026-05-31,ni,RM06B,facebook,"1.3.6",225,ALL,182,973,7.8634000000,524
2026-05-31,ni,RM06B,facebook,"1.3.6",225,albcp,30,32,0.2666500000,17
2026-05-31,ni,RM06B,facebook,"1.3.6",225,bkcp,29,33,0.1207500000,6
2026-05-31,ni,RM06B,facebook,"1.3.6",225,cl_open,120,140,2.3683000000,141
2026-05-31,ni,RM06B,facebook,"1.3.6",225,cscp,10,15,0.0185500000,4
2026-05-31,ni,RM06B,facebook,"1.3.6",225,ho_open,112,281,2.4617500000,150
2026-05-31,ni,RM06B,facebook,"1.3.6",225,ngdcp,83,83,0.9500500000,83
2026-05-31,ni,RM06B,facebook,"1.3.6",225,searcp,43,46,0.2111000000,23
2026-05-31,ni,RM06B,facebook,"1.3.6",225,skpcp,31,69,0.3584000000,19
2026-05-31,ni,RM06B,facebook,"1.3.6",225,splcp,86,129,0.7642000000,41
2026-05-31,ni,RM06B,facebook,"1.3.6",225,xzcp,39,130,0.3258000000,34
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,ALL,73,663,9.4760000000,297
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,albcp,13,15,0.1710000000,4
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,bkcp,22,27,0.1580000000,5
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,cl_open,53,66,3.1028000000,30
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,ho_open,52,171,2.1871500000,80
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,ngdcp,36,38,1.1135000000,24
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,searcp,33,44,0.7011000000,22
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,skpcp,13,23,0.2006000000,15
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,splcp,43,105,0.9757500000,46
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.5",123,xzcp,30,152,0.8159500000,59
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,ALL,81,604,16.9549000000,265
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,albcp,16,20,0.3363500000,9
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,bkcp,24,26,0.1274000000,3
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,cl_open,66,84,7.8054000000,71
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,ho_open,55,139,3.2214000000,57
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,ngdcp,47,48,1.6745500000,23
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,searcp,31,41,0.7645500000,28
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,skpcp,12,21,0.0759500000,5
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,splcp,51,81,1.8902000000,22
2026-05-31,pe,RM06B,TIKTOK,"1.3.5",87,xzcp,24,125,0.7068500000,39
2026-05-31,pe,RM06B,facebook,"1.3.5",977,ALL,844,5018,177.8111500000,2493
2026-05-31,pe,RM06B,facebook,"1.3.5",977,albcp,76,85,1.5264500000,35
2026-05-31,pe,RM06B,facebook,"1.3.5",977,bkcp,187,211,4.0227000000,71
2026-05-31,pe,RM06B,facebook,"1.3.5",977,cl_open,625,760,71.3757000000,598
2026-05-31,pe,RM06B,facebook,"1.3.5",977,cscp,45,56,0.6177000000,16
2026-05-31,pe,RM06B,facebook,"1.3.5",977,ho_open,503,1418,40.4388000000,667
2026-05-31,pe,RM06B,facebook,"1.3.5",977,ngdcp,380,382,18.1296000000,319
2026-05-31,pe,RM06B,facebook,"1.3.5",977,offlcp,34,36,0.6088500000,14
2026-05-31,pe,RM06B,facebook,"1.3.5",977,rkgcp,10,10,0.2498000000,2
2026-05-31,pe,RM06B,facebook,"1.3.5",977,searcp,271,351,10.1897000000,160
2026-05-31,pe,RM06B,facebook,"1.3.5",977,secp,27,27,1.0189000000,16
2026-05-31,pe,RM06B,facebook,"1.3.5",977,skpcp,105,277,3.0311500000,118
2026-05-31,pe,RM06B,facebook,"1.3.5",977,splcp,414,656,19.7580500000,243
2026-05-31,pe,RM06B,facebook,"1.3.5",977,stccp,17,18,0.3424000000,6
2026-05-31,pe,RM06B,facebook,"1.3.5",977,xzcp,187,715,6.4253000000,218
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,ALL,72,462,9.5103000000,162
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,bkcp,23,27,0.1000500000,8
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,cl_open,46,52,4.1014000000,27
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,ho_open,36,121,1.4205000000,36
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,ngdcp,36,36,1.1457000000,14
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,searcp,32,36,0.6581000000,13
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,skpcp,10,28,0.4858000000,8
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,splcp,41,63,1.2887000000,34
2026-05-31,pe,RM06B,Google Ads ACI,"1.3.6",116,xzcp,23,73,0.2218500000,17
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,ALL,74,515,14.9146500000,211
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,bkcp,18,20,0.3641000000,2
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,cl_open,65,81,7.9924500000,53
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,ho_open,36,124,2.9593000000,40
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,ngdcp,47,47,1.1273500000,24
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,searcp,25,37,0.3569500000,16
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,skpcp,12,39,0.1367500000,14
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,splcp,42,74,1.5594500000,22
2026-05-31,pe,RM06B,TIKTOK,"1.3.6",81,xzcp,20,73,0.2478000000,35
2026-05-31,pe,RM06B,facebook,"1.3.6",909,ALL,773,4434,161.5024500000,2082
2026-05-31,pe,RM06B,facebook,"1.3.6",909,albcp,96,106,2.0051000000,46
2026-05-31,pe,RM06B,facebook,"1.3.6",909,bkcp,160,180,3.5204500000,72
2026-05-31,pe,RM06B,facebook,"1.3.6",909,cl_open,566,660,62.4506000000,540
2026-05-31,pe,RM06B,facebook,"1.3.6",909,cscp,37,42,0.6757500000,15
2026-05-31,pe,RM06B,facebook,"1.3.6",909,ho_open,455,1188,37.4381000000,478
2026-05-31,pe,RM06B,facebook,"1.3.6",909,ngdcp,349,353,17.6764500000,234
2026-05-31,pe,RM06B,facebook,"1.3.6",909,offlcp,29,33,0.1650500000,12
2026-05-31,pe,RM06B,facebook,"1.3.6",909,rkgcp,10,10,0.2266500000,8
2026-05-31,pe,RM06B,facebook,"1.3.6",909,searcp,209,268,9.3182000000,107
2026-05-31,pe,RM06B,facebook,"1.3.6",909,secp,17,17,0.6222000000,9
2026-05-31,pe,RM06B,facebook,"1.3.6",909,skpcp,73,178,2.4559500000,52
2026-05-31,pe,RM06B,facebook,"1.3.6",909,splcp,378,635,17.8651000000,251
2026-05-31,pe,RM06B,facebook,"1.3.6",909,xzcp,161,746,6.8540500000,245
2026-05-31,pe,RM08,facebook,"1.2.4",233,ALL,200,1059,34.5765614793,502
2026-05-31,pe,RM08,facebook,"1.2.4",233,ccopen,142,169,12.0964080054,155
2026-05-31,pe,RM08,facebook,"1.2.4",233,hhopen,120,280,8.7667185597,125
2026-05-31,pe,RM08,facebook,"1.2.4",233,insabb,20,20,0.3445834615,10
2026-05-31,pe,RM08,facebook,"1.2.4",233,insback,32,32,0.4909085467,11
2026-05-31,pe,RM08,facebook,"1.2.4",233,inscon,30,61,0.8556086625,19
2026-05-31,pe,RM08,facebook,"1.2.4",233,insdown,58,215,3.7209499012,59
2026-05-31,pe,RM08,facebook,"1.2.4",233,insnewgd,89,95,4.5064743458,62
2026-05-31,pe,RM08,facebook,"1.2.4",233,insplayn,33,104,1.6621384241,31
2026-05-31,pe,RM08,facebook,"1.2.4",233,inssec,42,49,1.3713451419,21
2026-05-31,pe,RM08,facebook,"1.2.4",233,inssp,13,18,0.3495110175,1
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,ALL,83,1180,4.8714500000,369
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,bkcp,29,46,0.1163500000,14
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,cl_open,49,64,0.9411000000,39
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,ho_open,48,187,1.3326500000,59
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,ngdcp,39,41,0.2859500000,19
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,offlcp,14,20,0.0491000000,4
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,searcp,36,81,0.2594500000,17
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,splcp,39,105,0.3555000000,24
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.5",98,xzcp,43,594,1.3096500000,180
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,ALL,67,632,4.4890000000,244
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,bkcp,17,31,0.0624000000,4
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,cl_open,37,45,0.9488500000,31
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,cscp,11,17,0.0578500000,9
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,ho_open,37,120,1.2432000000,49
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,ngdcp,27,31,0.3440500000,20
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,searcp,31,50,0.3064000000,20
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,skpcp,11,19,0.0860500000,5
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,splcp,40,94,0.7027500000,40
2026-05-31,ph,RM06B,Google Ads ACI,"1.3.6",92,xzcp,32,198,0.6493500000,59
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,ALL,41,555,3.1083537120,241
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,ccopen,25,46,0.4487679644,22
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,hhopen,25,76,0.6770215876,31
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,insback,21,30,0.1040870398,12
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,inscon,22,48,0.2720375298,21
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,insdown,32,237,0.9937340894,99
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,inshg,11,15,0.0223008889,6
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,insnewgd,21,23,0.1652448081,15
2026-05-31,ph,RM08,Google Ads ACI,"1.2.4",54,inssec,27,42,0.1375980584,21
2026-05-31,ph,RM08,facebook,"1.2.4",1071,ALL,907,6071,86.8524798862,3238
2026-05-31,ph,RM08,facebook,"1.2.4",1071,ccopen,580,720,21.6269047352,683
2026-05-31,ph,RM08,facebook,"1.2.4",1071,hhopen,551,1320,24.1296578193,762
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insabb,125,133,2.4088847169,60
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insatt,21,21,0.2594973536,9
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insback,228,252,2.3566525859,84
2026-05-31,ph,RM08,facebook,"1.2.4",1071,inscon,259,565,4.6525114849,244
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insdown,372,1874,12.9828589425,734
2026-05-31,ph,RM08,facebook,"1.2.4",1071,inshg,72,77,0.5460748532,32
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insnewgd,387,394,9.4061679950,280
2026-05-31,ph,RM08,facebook,"1.2.4",1071,inspa,15,15,0.1288185995,7
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insplayn,140,257,3.9548384336,132
2026-05-31,ph,RM08,facebook,"1.2.4",1071,insrrr,13,13,0.3114767799,12
2026-05-31,ph,RM08,facebook,"1.2.4",1071,inssec,235,322,3.3727836404,151
2026-05-31,ph,RM08,facebook,"1.2.4",1071,inssp,77,100,0.6034064030,44
2026-05-31,ph,RM08,unknown,"1.2.4",162,ALL,131,252,4.5410448672,58
2026-05-31,ph,RM08,unknown,"1.2.4",162,ccopen,104,106,3.4479515006,12
2026-05-31,ph,RM08,unknown,"1.2.4",162,hhopen,34,61,0.6541832390,26
2026-05-31,pt,RM06B,facebook,"1.3.5",51,ALL,42,231,10.3373000000,111
2026-05-31,pt,RM06B,facebook,"1.3.5",51,bkcp,11,17,0.6227500000,7
2026-05-31,pt,RM06B,facebook,"1.3.5",51,cl_open,25,26,2.8135000000,17
2026-05-31,pt,RM06B,facebook,"1.3.5",51,ho_open,23,59,3.0713500000,32
2026-05-31,pt,RM06B,facebook,"1.3.5",51,ngdcp,19,19,1.1682500000,6
2026-05-31,pt,RM06B,facebook,"1.3.5",51,splcp,20,30,1.4799500000,9
2026-05-31,pt,RM06B,facebook,"1.3.6",51,ALL,41,235,11.4728000000,133
2026-05-31,pt,RM06B,facebook,"1.3.6",51,cl_open,30,35,3.8505500000,22
2026-05-31,pt,RM06B,facebook,"1.3.6",51,ho_open,33,105,4.3992500000,57
2026-05-31,pt,RM06B,facebook,"1.3.6",51,ngdcp,17,17,0.8849500000,12
2026-05-31,pt,RM06B,facebook,"1.3.6",51,splcp,20,24,0.8525500000,12
2026-05-31,pt,RM08,facebook,"1.2.4",50,ALL,38,178,12.1949673285,83
2026-05-31,pt,RM08,facebook,"1.2.4",50,ccopen,27,37,3.8104508991,24
2026-05-31,pt,RM08,facebook,"1.2.4",50,hhopen,21,51,3.0471661763,20
2026-05-31,pt,RM08,facebook,"1.2.4",50,insdown,12,23,1.1287102056,5
2026-05-31,pt,RM08,facebook,"1.2.4",50,insnewgd,21,21,1.5958101988,14
2026-05-31,py,RM06B,facebook,"1.3.5",183,ALL,153,1026,11.4118000000,506
2026-05-31,py,RM06B,facebook,"1.3.5",183,albcp,27,27,0.1482500000,10
2026-05-31,py,RM06B,facebook,"1.3.5",183,bkcp,33,37,0.0819000000,10
2026-05-31,py,RM06B,facebook,"1.3.5",183,cl_open,121,163,4.8713500000,146
2026-05-31,py,RM06B,facebook,"1.3.5",183,cscp,10,10,0.0156000000,3
2026-05-31,py,RM06B,facebook,"1.3.5",183,ho_open,103,319,2.8704000000,141
2026-05-31,py,RM06B,facebook,"1.3.5",183,ngdcp,73,73,0.9608500000,46
2026-05-31,py,RM06B,facebook,"1.3.5",183,searcp,56,67,0.4771000000,26
2026-05-31,py,RM06B,facebook,"1.3.5",183,skpcp,30,60,0.2960000000,25
2026-05-31,py,RM06B,facebook,"1.3.5",183,splcp,80,119,1.1310000000,37
2026-05-31,py,RM06B,facebook,"1.3.5",183,xzcp,39,131,0.5182500000,53
2026-05-31,py,RM06B,facebook,"1.3.6",194,ALL,166,832,11.2360500000,471
2026-05-31,py,RM06B,facebook,"1.3.6",194,albcp,31,33,0.2913500000,14
2026-05-31,py,RM06B,facebook,"1.3.6",194,bkcp,28,30,0.2557000000,6
2026-05-31,py,RM06B,facebook,"1.3.6",194,cl_open,116,140,3.9244000000,111
2026-05-31,py,RM06B,facebook,"1.3.6",194,ho_open,102,253,2.8084500000,151
2026-05-31,py,RM06B,facebook,"1.3.6",194,ngdcp,73,77,1.8371500000,51
2026-05-31,py,RM06B,facebook,"1.3.6",194,searcp,39,44,0.2303000000,17
2026-05-31,py,RM06B,facebook,"1.3.6",194,skpcp,29,67,0.2556000000,18
2026-05-31,py,RM06B,facebook,"1.3.6",194,splcp,81,107,1.2584000000,56
2026-05-31,py,RM06B,facebook,"1.3.6",194,xzcp,30,61,0.2381000000,39
2026-05-31,py,RM08,facebook,"1.2.4",108,ALL,83,383,6.3665349751,232
2026-05-31,py,RM08,facebook,"1.2.4",108,ccopen,57,66,1.8173901110,62
2026-05-31,py,RM08,facebook,"1.2.4",108,hhopen,55,135,1.8248786805,67
2026-05-31,py,RM08,facebook,"1.2.4",108,insabb,17,18,0.2362286746,19
2026-05-31,py,RM08,facebook,"1.2.4",108,insback,14,14,0.1520835744,3
2026-05-31,py,RM08,facebook,"1.2.4",108,inscon,12,21,0.4832416507,12
2026-05-31,py,RM08,facebook,"1.2.4",108,insdown,21,28,0.2982267496,18
2026-05-31,py,RM08,facebook,"1.2.4",108,insnewgd,33,33,0.8097546007,24
2026-05-31,py,RM08,facebook,"1.2.4",108,insplayn,23,47,0.3619987935,17
2026-05-31,py,RM08,facebook,"1.2.4",108,inssec,13,13,0.1124526040,7
2026-05-31,sv,RM06B,facebook,"1.3.5",262,ALL,229,1435,19.6044500000,757
2026-05-31,sv,RM06B,facebook,"1.3.5",262,albcp,40,46,0.4270000000,34
2026-05-31,sv,RM06B,facebook,"1.3.5",262,bkcp,42,49,0.2810500000,25
2026-05-31,sv,RM06B,facebook,"1.3.5",262,cl_open,164,181,6.1502500000,148
2026-05-31,sv,RM06B,facebook,"1.3.5",262,cscp,10,11,0.0549500000,1
2026-05-31,sv,RM06B,facebook,"1.3.5",262,ho_open,153,446,7.0656500000,231
2026-05-31,sv,RM06B,facebook,"1.3.5",262,ngdcp,116,116,2.3770500000,89
2026-05-31,sv,RM06B,facebook,"1.3.5",262,searcp,54,74,0.6558000000,38
2026-05-31,sv,RM06B,facebook,"1.3.5",262,skpcp,28,106,0.2733500000,29
2026-05-31,sv,RM06B,facebook,"1.3.5",262,splcp,114,168,1.7518500000,65
2026-05-31,sv,RM06B,facebook,"1.3.5",262,xzcp,35,217,0.4933000000,89
2026-05-31,sv,RM06B,facebook,"1.3.6",253,ALL,225,1228,16.1737000000,609
2026-05-31,sv,RM06B,facebook,"1.3.6",253,albcp,36,38,0.4182000000,15
2026-05-31,sv,RM06B,facebook,"1.3.6",253,bkcp,44,50,0.1642000000,19
2026-05-31,sv,RM06B,facebook,"1.3.6",253,cl_open,165,194,5.2690000000,163
2026-05-31,sv,RM06B,facebook,"1.3.6",253,cscp,16,20,0.1644000000,6
2026-05-31,sv,RM06B,facebook,"1.3.6",253,ho_open,138,343,4.9397000000,142
2026-05-31,sv,RM06B,facebook,"1.3.6",253,ngdcp,113,118,1.8798500000,74
2026-05-31,sv,RM06B,facebook,"1.3.6",253,searcp,59,69,0.6598000000,41
2026-05-31,sv,RM06B,facebook,"1.3.6",253,skpcp,39,114,0.5288000000,28
2026-05-31,sv,RM06B,facebook,"1.3.6",253,splcp,113,151,1.5705500000,64
2026-05-31,sv,RM06B,facebook,"1.3.6",253,xzcp,40,103,0.4187500000,42
2026-05-31,tz,RM06B,facebook,"1.3.6",56,ALL,39,344,2.1898000000,140
2026-05-31,tz,RM06B,facebook,"1.3.6",56,albcp,11,12,0.0502000000,3
2026-05-31,tz,RM06B,facebook,"1.3.6",56,cl_open,21,22,0.4037000000,20
2026-05-31,tz,RM06B,facebook,"1.3.6",56,ho_open,28,80,0.5168000000,36
2026-05-31,tz,RM06B,facebook,"1.3.6",56,ngdcp,17,17,0.2240500000,4
2026-05-31,tz,RM06B,facebook,"1.3.6",56,searcp,15,18,0.1148000000,11
2026-05-31,tz,RM06B,facebook,"1.3.6",56,splcp,25,43,0.3164000000,21
2026-05-31,tz,RM06B,facebook,"1.3.6",56,xzcp,22,114,0.4558500000,34
2026-05-31,us,RM06B,facebook,"1.3.5",756,ALL,610,2655,479.6287500000,1434
2026-05-31,us,RM06B,facebook,"1.3.5",756,albcp,102,147,21.6304500000,67
2026-05-31,us,RM06B,facebook,"1.3.5",756,bkcp,47,72,6.8024000000,33
2026-05-31,us,RM06B,facebook,"1.3.5",756,cl_open,468,533,144.7812500000,409
2026-05-31,us,RM06B,facebook,"1.3.5",756,cscp,18,20,1.9941500000,7
2026-05-31,us,RM06B,facebook,"1.3.5",756,ho_open,381,883,157.1914500000,429
2026-05-31,us,RM06B,facebook,"1.3.5",756,ngdcp,253,256,53.6807000000,167
2026-05-31,us,RM06B,facebook,"1.3.5",756,searcp,96,116,17.5026500000,41
2026-05-31,us,RM06B,facebook,"1.3.5",756,skpcp,27,61,4.5309500000,28
2026-05-31,us,RM06B,facebook,"1.3.5",756,splcp,224,293,44.7289500000,117
2026-05-31,us,RM06B,facebook,"1.3.5",756,stccp,10,10,2.8118000000,4
2026-05-31,us,RM06B,facebook,"1.3.5",756,xzcp,77,232,19.6942000000,112
2026-05-31,us,RM06B,unknown,"1.3.5",128,ALL,119,164,37.5588000000,19
2026-05-31,us,RM06B,unknown,"1.3.5",128,cl_open,114,120,32.0838000000,10
2026-05-31,us,RM06B,facebook,"1.3.6",740,ALL,631,2931,482.6827000000,1555
2026-05-31,us,RM06B,facebook,"1.3.6",740,albcp,125,150,24.4464500000,72
2026-05-31,us,RM06B,facebook,"1.3.6",740,bkcp,59,71,7.5005500000,30
2026-05-31,us,RM06B,facebook,"1.3.6",740,cl_open,489,584,150.9610000000,461
2026-05-31,us,RM06B,facebook,"1.3.6",740,cscp,22,39,2.3177500000,16
2026-05-31,us,RM06B,facebook,"1.3.6",740,ho_open,370,931,142.1030000000,442
2026-05-31,us,RM06B,facebook,"1.3.6",740,ngdcp,289,302,61.0946000000,175
2026-05-31,us,RM06B,facebook,"1.3.6",740,searcp,112,138,20.0886500000,68
2026-05-31,us,RM06B,facebook,"1.3.6",740,secp,10,10,2.0525500000,5
2026-05-31,us,RM06B,facebook,"1.3.6",740,skpcp,33,114,7.4467000000,42
2026-05-31,us,RM06B,facebook,"1.3.6",740,splcp,233,347,42.7223000000,138
2026-05-31,us,RM06B,facebook,"1.3.6",740,stccp,22,22,3.3036500000,12
2026-05-31,us,RM06B,facebook,"1.3.6",740,xzcp,68,203,16.0182000000,74
2026-05-31,us,RM06B,unknown,"1.3.6",110,ALL,103,110,28.7869000000,13
2026-05-31,us,RM06B,unknown,"1.3.6",110,cl_open,101,103,27.8382500000,7
2026-05-31,us,RM08,facebook,"1.2.4",725,ALL,619,3030,490.0508956011,1526
2026-05-31,us,RM08,facebook,"1.2.4",725,ccopen,488,585,141.1406559371,410
2026-05-31,us,RM08,facebook,"1.2.4",725,hhopen,352,780,133.2389172324,334
2026-05-31,us,RM08,facebook,"1.2.4",725,insabb,150,164,28.0766549628,74
2026-05-31,us,RM08,facebook,"1.2.4",725,insatt,25,25,3.7019072888,7
2026-05-31,us,RM08,facebook,"1.2.4",725,insback,77,81,8.6754868184,32
2026-05-31,us,RM08,facebook,"1.2.4",725,inscon,122,230,23.6201925708,104
2026-05-31,us,RM08,facebook,"1.2.4",725,insdown,162,524,53.6207275389,245
2026-05-31,us,RM08,facebook,"1.2.4",725,insnewgd,296,302,57.8748220087,172
2026-05-31,us,RM08,facebook,"1.2.4",725,inspa,18,18,2.9949735962,6
2026-05-31,us,RM08,facebook,"1.2.4",725,insplayn,64,146,15.2787054672,68
2026-05-31,us,RM08,facebook,"1.2.4",725,inssec,99,109,14.6538891288,56
2026-05-31,us,RM08,facebook,"1.2.4",725,inssp,30,40,4.2012303099,10
2026-05-31,us,RM08,unknown,"1.2.4",118,ALL,109,130,30.0347589667,12
2026-05-31,us,RM08,unknown,"1.2.4",118,ccopen,101,103,26.0629527402,6
2026-05-31,us,RM08,unknown,"1.2.4",118,hhopen,12,18,2.7047588070,1
2026-05-31,uy,RM06B,facebook,"1.3.5",72,ALL,63,289,7.3350000000,136
2026-05-31,uy,RM06B,facebook,"1.3.5",72,cl_open,46,53,2.7812500000,48
2026-05-31,uy,RM06B,facebook,"1.3.5",72,ho_open,37,64,1.4580500000,26
2026-05-31,uy,RM06B,facebook,"1.3.5",72,ngdcp,31,31,1.1523000000,18
2026-05-31,uy,RM06B,facebook,"1.3.5",72,searcp,11,13,0.2992500000,10
2026-05-31,uy,RM06B,facebook,"1.3.5",72,splcp,21,26,0.8274500000,10
2026-05-31,uy,RM06B,facebook,"1.3.6",66,ALL,53,203,6.2491000000,124
2026-05-31,uy,RM06B,facebook,"1.3.6",66,cl_open,39,51,2.6934500000,45
2026-05-31,uy,RM06B,facebook,"1.3.6",66,ho_open,32,74,1.7913500000,43
2026-05-31,uy,RM06B,facebook,"1.3.6",66,ngdcp,19,20,0.4986000000,12
2026-05-31,uy,RM06B,facebook,"1.3.6",66,splcp,13,16,0.3810000000,6
2026-05-31,ve,RM06B,facebook,"1.3.4",51,ALL,43,174,1.1170500000,87
2026-05-31,ve,RM06B,facebook,"1.3.4",51,cl_open,28,30,0.4586000000,31
2026-05-31,ve,RM06B,facebook,"1.3.4",51,ho_open,20,40,0.2600000000,21
2026-05-31,ve,RM06B,facebook,"1.3.4",51,ngdcp,18,18,0.1254000000,12
2026-05-31,ve,RM06B,facebook,"1.3.4",51,splcp,18,25,0.0980500000,11
2026-05-31,ve,RM06B,facebook,"1.3.4",51,xzcp,10,24,0.0483500000,1
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,ALL,43,321,1.2365000000,104
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,bkcp,11,12,0.0214000000,4
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,cl_open,29,35,0.4575500000,23
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,ho_open,24,78,0.2248000000,32
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,ngdcp,19,20,0.0879000000,4
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,searcp,20,25,0.0612000000,13
2026-05-31,ve,RM06B,Google Ads ACI,"1.3.5",70,splcp,18,27,0.0633000000,5
