mapped_scenario,FR07,FR07B,FR08,FR08B,FR09,FR09B,FR001B,FR005,FR004,FR006B,FR002B,FR005B,FR004B,FR006,RM04B,RM04C,RM07,RM07B,RM11B,RM09,RM09B,RM13,RMI2,RMI3,RMI5,RMI6,RM06A,RM08,RM10,RM12,RM06B,RM08B,RM10B,RM12B,RM13B,R307B,R312,R312C,R316,R305B,R305C,R316B,R319,R319B,R321,R321B,R303,R303B,R303C,R306B,R306C,R311B,R313,R313B,R314,R314B,R320,R320B,R322,R322B,R324,R324B,VD001B,VD002B,VD003B,VD003C,PT001,RL01B,PT001B,RL01C,VC001,VC001B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMI3,RMI5,RMI6
1冷启动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,act,lengst,lengst,lenop,cop,cop,lenop,sclcld,sclcld,colwitch,colwitch,copeneco,copeneco,copeneco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2热启动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sw,reeest,reeest,reop,hop,hop,reop,screqd,screqd,howitch,howitch,hopeneco,hopeneco,hopeneco,hotnova,hotnova,swhopen,hhhopen,hhhopen,hhopen,hhopen,hot_open,hot_open,hot_open,hot_open,hot_open,hot_open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5功能使用完成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4扫描完成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,,,,dne,dne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5功能使用完成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clnfst,clnfst,djbtnop,,,djbtnop,scbfclan,scbfclan,firwitch,firwitch,cleniteco,cleniteco,cleniteco,firstcleaning,firstcleaning,newbutt,newbutton,newbutton,newcliclean,newcliclean,first_express_clean,first_express_clean,first_smart_clean_tap,first_smart_clean_tap,first_express_clean,first_express_clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4首页进二级页,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wanbef,wanbef,frontbgy,saf,saf,frontbgy,scqmgnbg,scqmgnbg,beforerepo,beforerepo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5功能使用完成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doobef,doobef,frontjgy,cli,cli,frontjgy,scfrrslt,scfrrslt,beforeres,beforeres,dneiteco,dneiteco,dneiteco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
结果页原生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onv,onv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1冷启动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firstcoldnova,firstcoldnova,swfirstopen,firccopen,firccopen,coolopen,coolopen,first_cold_open ,first_cold_open ,first_cold_open,first_cold_open,first_cold_open,first_cold_open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1冷启动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coldnova,coldnova,swcopen,ccopen,ccopen,sscoolopen,sscoolopen,cold_open,cold_open,cold_open,cold_open,cold_open,cold_open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
